,Accident Date,Injury.Severity,Number.of.Engines
678,1982-03-25,Non-Fatal,1.0
679,1982-03-25,Non-Fatal,1.0
680,1982-03-25,Non-Fatal,1.0
681,1982-03-25,Non-Fatal,1.0
682,1982-03-25,Non-Fatal,1.0
683,1982-03-25,Non-Fatal,1.0
684,1982-03-25,Non-Fatal,1.0
685,1982-03-25,Non-Fatal,2.0
686,1982-03-26,Fatal(1),1.0
687,1982-03-26,Fatal(6),2.0
688,1982-03-26,Fatal(3),1.0
689,1982-03-26,Non-Fatal,1.0
690,1982-03-26,Non-Fatal,1.0
691,1982-03-26,Non-Fatal,1.0
692,1982-03-26,Non-Fatal,1.0
693,1982-03-26,Non-Fatal,2.0
694,1982-03-27,Fatal(4),1.0
695,1982-03-27,Non-Fatal,1.0
696,1982-03-27,Non-Fatal,1.0
697,1982-03-27,Non-Fatal,1.0
698,1982-03-27,Non-Fatal,1.0
699,1982-03-27,Non-Fatal,2.0
700,1982-03-27,Non-Fatal,1.0
701,1982-03-27,Non-Fatal,2.0
702,1982-03-28,Fatal(4),1.0
703,1982-03-28,Non-Fatal,1.0
704,1982-03-28,Non-Fatal,1.0
705,1982-03-28,Non-Fatal,1.0
706,1982-03-28,Non-Fatal,2.0
707,1982-03-28,Non-Fatal,2.0
708,1982-03-29,Fatal(2),1.0
709,1982-03-29,Fatal(1),2.0
710,1982-03-29,Non-Fatal,1.0
711,1982-03-29,Non-Fatal,1.0
712,1982-03-29,Non-Fatal,1.0
713,1982-03-29,Non-Fatal,1.0
714,1982-03-29,Non-Fatal,1.0
715,1982-03-29,Non-Fatal,1.0
716,1982-03-29,Non-Fatal,1.0
717,1982-03-30,Fatal(2),1.0
718,1982-03-30,Non-Fatal,1.0
719,1982-03-30,Incident,2.0
720,1982-03-30,Non-Fatal,1.0
721,1982-03-30,Non-Fatal,1.0
722,1982-03-30,Non-Fatal,1.0
723,1982-03-30,Non-Fatal,1.0
724,1982-03-31,Non-Fatal,1.0
725,1982-03-31,Non-Fatal,1.0
726,1982-04-01,Fatal(2),1.0
727,1982-04-01,Non-Fatal,1.0
728,1982-04-01,Non-Fatal,1.0
729,1982-04-01,Non-Fatal,1.0
730,1982-04-01,Non-Fatal,1.0
731,1982-04-01,Non-Fatal,1.0
732,1982-04-01,Non-Fatal,2.0
733,1982-04-02,Fatal(1),1.0
734,1982-04-02,Incident,2.0
735,1982-04-02,Fatal(3),2.0
736,1982-04-02,Fatal(4),1.0
737,1982-04-02,Incident,2.0
738,1982-04-02,Incident,2.0
739,1982-04-02,Non-Fatal,1.0
740,1982-04-02,Non-Fatal,1.0
741,1982-04-02,Non-Fatal,1.0
742,1982-04-02,Non-Fatal,1.0
743,1982-04-02,Non-Fatal,1.0
744,1982-04-03,Non-Fatal,1.0
745,1982-04-03,Non-Fatal,2.0
746,1982-04-03,Non-Fatal,0.0
747,1982-04-03,Fatal(2),1.0
748,1982-04-03,Non-Fatal,1.0
749,1982-04-03,Non-Fatal,1.0
750,1982-04-03,Non-Fatal,1.0
751,1982-04-04,Fatal(3),1.0
752,1982-04-04,Non-Fatal,1.0
753,1982-04-04,Non-Fatal,1.0
754,1982-04-04,Non-Fatal,2.0
755,1982-04-04,Non-Fatal,1.0
756,1982-04-04,Non-Fatal,1.0
757,1982-04-04,Non-Fatal,1.0
758,1982-04-05,Non-Fatal,1.0
759,1982-04-05,Non-Fatal,1.0
760,1982-04-05,Incident,2.0
761,1982-04-05,Non-Fatal,2.0
762,1982-04-05,Fatal(1),1.0
763,1982-04-05,Non-Fatal,2.0
764,1982-04-05,Non-Fatal,1.0
765,1982-04-05,Non-Fatal,1.0
766,1982-04-05,Non-Fatal,1.0
767,1982-04-05,Non-Fatal,1.0
768,1982-04-05,Non-Fatal,2.0
769,1982-04-05,Non-Fatal,1.0
770,1982-04-05,Non-Fatal,1.0
771,1982-04-06,Non-Fatal,2.0
772,1982-04-06,Fatal(2),2.0
773,1982-04-06,Fatal(2),1.0
774,1982-04-06,Fatal(3),2.0
775,1982-04-06,Non-Fatal,1.0
776,1982-04-06,Non-Fatal,1.0
777,1982-04-06,Non-Fatal,1.0
778,1982-04-06,Non-Fatal,2.0
779,1982-04-06,Non-Fatal,1.0
780,1982-04-07,Non-Fatal,2.0
781,1982-04-07,Non-Fatal,2.0
782,1982-04-07,Non-Fatal,2.0
783,1982-04-07,Non-Fatal,1.0
784,1982-04-07,Non-Fatal,1.0
785,1982-04-07,Non-Fatal,2.0
786,1982-04-07,Non-Fatal,1.0
787,1982-04-08,Non-Fatal,1.0
788,1982-04-08,Non-Fatal,1.0
789,1982-04-08,Non-Fatal,1.0
790,1982-04-08,Non-Fatal,2.0
791,1982-04-08,Non-Fatal,1.0
792,1982-04-08,Non-Fatal,1.0
793,1982-04-08,Non-Fatal,1.0
794,1982-04-09,Fatal(3),1.0
795,1982-04-09,Non-Fatal,1.0
796,1982-04-09,Incident,3.0
797,1982-04-09,Non-Fatal,1.0
798,1982-04-09,Non-Fatal,1.0
799,1982-04-09,Non-Fatal,1.0
800,1982-04-09,Non-Fatal,1.0
801,1982-04-09,Non-Fatal,2.0
802,1982-04-09,Non-Fatal,1.0
803,1982-04-10,Fatal(3),1.0
804,1982-04-10,Non-Fatal,1.0
805,1982-04-10,Non-Fatal,1.0
806,1982-04-10,Non-Fatal,1.0
807,1982-04-10,Non-Fatal,1.0
808,1982-04-10,Non-Fatal,1.0
809,1982-04-10,Non-Fatal,1.0
810,1982-04-11,Fatal(1),1.0
811,1982-04-11,Non-Fatal,1.0
812,1982-04-11,Fatal(1),1.0
813,1982-04-11,Fatal(3),1.0
814,1982-04-11,Non-Fatal,1.0
815,1982-04-11,Non-Fatal,1.0
816,1982-04-11,Non-Fatal,2.0
817,1982-04-11,Non-Fatal,1.0
818,1982-04-11,Non-Fatal,1.0
819,1982-04-11,Non-Fatal,1.0
820,1982-04-11,Non-Fatal,1.0
821,1982-04-11,Non-Fatal,1.0
822,1982-04-12,Non-Fatal,2.0
823,1982-04-12,Non-Fatal,1.0
824,1982-04-12,Non-Fatal,1.0
825,1982-04-12,Non-Fatal,1.0
826,1982-04-12,Non-Fatal,1.0
827,1982-04-13,Non-Fatal,1.0
828,1982-04-13,Non-Fatal,1.0
829,1982-04-13,Non-Fatal,1.0
830,1982-04-13,Non-Fatal,2.0
831,1982-04-13,Non-Fatal,1.0
832,1982-04-14,Non-Fatal,1.0
833,1982-04-14,Non-Fatal,1.0
834,1982-04-14,Non-Fatal,1.0
835,1982-04-14,Non-Fatal,1.0
836,1982-04-14,Non-Fatal,1.0
837,1982-04-14,Non-Fatal,1.0
838,1982-04-15,Non-Fatal,1.0
839,1982-04-15,Non-Fatal,1.0
840,1982-04-15,Fatal(3),1.0
841,1982-04-15,Non-Fatal,1.0
842,1982-04-15,Non-Fatal,1.0
843,1982-04-15,Non-Fatal,1.0
844,1982-04-15,Fatal(1),0.0
845,1982-04-15,Fatal(1),0.0
846,1982-04-15,Non-Fatal,1.0
847,1982-04-15,Non-Fatal,1.0
848,1982-04-15,Non-Fatal,1.0
849,1982-04-15,Non-Fatal,1.0
850,1982-04-15,Non-Fatal,2.0
851,1982-04-15,Non-Fatal,1.0
852,1982-04-15,Fatal(2),1.0
853,1982-04-15,Non-Fatal,1.0
854,1982-04-16,Fatal(3),2.0
855,1982-04-16,Fatal(3),1.0
856,1982-04-16,Fatal(4),1.0
857,1982-04-16,Fatal(1),1.0
858,1982-04-16,Non-Fatal,1.0
859,1982-04-16,Non-Fatal,1.0
860,1982-04-16,Non-Fatal,1.0
861,1982-04-16,Non-Fatal,1.0
862,1982-04-16,Non-Fatal,2.0
863,1982-04-16,Non-Fatal,2.0
864,1982-04-16,Non-Fatal,1.0
865,1982-04-17,Fatal(3),1.0
866,1982-04-17,Fatal(1),1.0
867,1982-04-17,Non-Fatal,0.0
868,1982-04-17,Fatal(3),1.0
869,1982-04-17,Non-Fatal,1.0
870,1982-04-17,Non-Fatal,1.0
871,1982-04-17,Non-Fatal,1.0
872,1982-04-17,Non-Fatal,1.0
873,1982-04-17,Non-Fatal,1.0
874,1982-04-17,Non-Fatal,1.0
875,1982-04-17,Non-Fatal,1.0
876,1982-04-17,Non-Fatal,1.0
877,1982-04-17,Non-Fatal,0.0
878,1982-04-17,Non-Fatal,2.0
879,1982-04-17,Non-Fatal,1.0
880,1982-04-17,Non-Fatal,1.0
881,1982-04-18,Fatal(1),1.0
882,1982-04-18,Fatal(1),1.0
883,1982-04-18,Non-Fatal,1.0
884,1982-04-18,Non-Fatal,1.0
885,1982-04-18,Fatal(3),2.0
886,1982-04-18,Non-Fatal,1.0
887,1982-04-18,Non-Fatal,1.0
888,1982-04-18,Fatal(5),2.0
889,1982-04-18,Non-Fatal,0.0
890,1982-04-18,Incident,2.0
891,1982-04-18,Non-Fatal,1.0
892,1982-04-18,Non-Fatal,1.0
893,1982-04-18,Non-Fatal,1.0
894,1982-04-18,Non-Fatal,1.0
895,1982-04-18,Non-Fatal,1.0
896,1982-04-18,Non-Fatal,1.0
897,1982-04-18,Non-Fatal,1.0
898,1982-04-18,Non-Fatal,1.0
899,1982-04-18,Non-Fatal,1.0
900,1982-04-18,Non-Fatal,1.0
901,1982-04-18,Non-Fatal,3.0
902,1982-04-19,Fatal(2),1.0
903,1982-04-19,Non-Fatal,1.0
904,1982-04-19,Non-Fatal,1.0
905,1982-04-19,Non-Fatal,1.0
906,1982-04-20,Incident,2.0
907,1982-04-20,Incident,1.0
908,1982-04-20,Incident,3.0
909,1982-04-20,Non-Fatal,1.0
910,1982-04-20,Non-Fatal,1.0
911,1982-04-20,Non-Fatal,1.0
912,1982-04-20,Fatal(6),2.0
913,1982-04-20,Non-Fatal,1.0
914,1982-04-20,Non-Fatal,1.0
915,1982-04-20,Non-Fatal,1.0
916,1982-04-21,Fatal(1),2.0
917,1982-04-21,Fatal(3),1.0
918,1982-04-21,Non-Fatal,1.0
919,1982-04-21,Non-Fatal,1.0
920,1982-04-21,Non-Fatal,1.0
921,1982-04-21,Non-Fatal,1.0
922,1982-04-21,Non-Fatal,1.0
923,1982-04-21,Non-Fatal,2.0
924,1982-04-22,Non-Fatal,1.0
925,1982-04-22,Fatal(1),1.0
926,1982-04-22,Fatal(2),2.0
927,1982-04-22,Non-Fatal,1.0
928,1982-04-22,Non-Fatal,1.0
929,1982-04-22,Non-Fatal,1.0
930,1982-04-22,Non-Fatal,1.0
931,1982-04-22,Non-Fatal,1.0
932,1982-04-22,Non-Fatal,1.0
933,1982-04-22,Non-Fatal,1.0
934,1982-04-22,Non-Fatal,1.0
935,1982-04-23,Non-Fatal,1.0
936,1982-04-23,Fatal(1),1.0
937,1982-04-23,Fatal(4),1.0
938,1982-04-23,Fatal(2),1.0
939,1982-04-23,Non-Fatal,1.0
940,1982-04-23,Non-Fatal,1.0
941,1982-04-23,Non-Fatal,1.0
942,1982-04-23,Non-Fatal,2.0
943,1982-04-23,Non-Fatal,1.0
944,1982-04-23,Non-Fatal,1.0
945,1982-04-23,Non-Fatal,1.0
946,1982-04-23,Non-Fatal,1.0
947,1982-04-23,Non-Fatal,1.0
948,1982-04-24,Fatal(1),1.0
949,1982-04-24,Non-Fatal,1.0
950,1982-04-24,Fatal(1),1.0
951,1982-04-24,Non-Fatal,0.0
952,1982-04-24,Non-Fatal,1.0
953,1982-04-24,Non-Fatal,1.0
954,1982-04-24,Non-Fatal,1.0
955,1982-04-24,Non-Fatal,1.0
956,1982-04-24,Non-Fatal,1.0
957,1982-04-24,Non-Fatal,1.0
958,1982-04-24,Non-Fatal,1.0
959,1982-04-24,Non-Fatal,1.0
960,1982-04-25,Fatal(1),1.0
961,1982-04-25,Non-Fatal,1.0
962,1982-04-25,Non-Fatal,1.0
963,1982-04-25,Non-Fatal,0.0
964,1982-04-25,Non-Fatal,1.0
965,1982-04-25,Fatal(2),1.0
966,1982-04-25,Non-Fatal,2.0
967,1982-04-25,Non-Fatal,1.0
968,1982-04-25,Non-Fatal,1.0
969,1982-04-25,Non-Fatal,2.0
970,1982-04-25,Non-Fatal,1.0
971,1982-04-25,Non-Fatal,1.0
972,1982-04-25,Non-Fatal,1.0
973,1982-04-25,Non-Fatal,1.0
974,1982-04-25,Non-Fatal,1.0
975,1982-04-25,Non-Fatal,1.0
976,1982-04-25,Non-Fatal,1.0
977,1982-04-25,Non-Fatal,1.0
978,1982-04-25,Non-Fatal,2.0
979,1982-04-25,Non-Fatal,1.0
980,1982-04-25,Non-Fatal,1.0
981,1982-04-25,Non-Fatal,1.0
982,1982-04-26,Fatal(1),1.0
983,1982-04-26,Non-Fatal,1.0
984,1982-04-26,Non-Fatal,2.0
985,1982-04-26,Non-Fatal,1.0
986,1982-04-26,Non-Fatal,1.0
987,1982-04-26,Non-Fatal,2.0
988,1982-04-27,Fatal(4),2.0
989,1982-04-27,Fatal(1),1.0
990,1982-04-27,Fatal(2),1.0
991,1982-04-27,Non-Fatal,1.0
992,1982-04-27,Fatal(1),1.0
993,1982-04-27,Non-Fatal,2.0
994,1982-04-27,Non-Fatal,2.0
995,1982-04-27,Non-Fatal,1.0
996,1982-04-27,Fatal(1),1.0
997,1982-04-27,Non-Fatal,1.0
998,1982-04-28,Fatal(1),2.0
999,1982-04-28,Fatal(2),2.0
1000,1982-04-28,Non-Fatal,1.0
1001,1982-04-28,Non-Fatal,1.0
1002,1982-04-28,Non-Fatal,1.0
1003,1982-04-28,Non-Fatal,1.0
1004,1982-04-28,Non-Fatal,1.0
1005,1982-04-28,Non-Fatal,1.0
1006,1982-04-28,Non-Fatal,1.0
1007,1982-04-29,Non-Fatal,2.0
1008,1982-04-29,Non-Fatal,1.0
1009,1982-04-29,Fatal(2),1.0
1010,1982-04-29,Non-Fatal,1.0
1011,1982-04-29,Non-Fatal,1.0
1012,1982-04-29,Non-Fatal,1.0
1013,1982-04-29,Non-Fatal,1.0
1014,1982-04-29,Non-Fatal,1.0
1015,1982-04-29,Non-Fatal,1.0
1016,1982-04-29,Non-Fatal,1.0
1017,1982-04-29,Non-Fatal,1.0
1018,1982-04-29,Non-Fatal,1.0
1019,1982-04-29,Non-Fatal,1.0
1020,1982-04-29,Non-Fatal,1.0
1021,1982-04-30,Fatal(1),1.0
1022,1982-04-30,Incident,2.0
1023,1982-04-30,Non-Fatal,1.0
1024,1982-04-30,Non-Fatal,1.0
1025,1982-04-30,Fatal(1),1.0
1026,1982-04-30,Non-Fatal,1.0
1027,1982-04-30,Non-Fatal,1.0
1028,1982-04-30,Non-Fatal,1.0
1029,1982-05-01,Non-Fatal,1.0
1030,1982-05-01,Incident,1.0
1031,1982-05-01,Non-Fatal,1.0
1032,1982-05-01,Non-Fatal,1.0
1033,1982-05-01,Non-Fatal,1.0
1034,1982-05-01,Fatal(4),1.0
1035,1982-05-01,Non-Fatal,1.0
1036,1982-05-01,Non-Fatal,1.0
1037,1982-05-01,Non-Fatal,1.0
1038,1982-05-01,Non-Fatal,1.0
1039,1982-05-01,Non-Fatal,1.0
1040,1982-05-01,Non-Fatal,1.0
1041,1982-05-01,Non-Fatal,1.0
1042,1982-05-01,Non-Fatal,1.0
1043,1982-05-01,Non-Fatal,1.0
1044,1982-05-01,Non-Fatal,2.0
1045,1982-05-01,Non-Fatal,1.0
1046,1982-05-01,Non-Fatal,1.0
1047,1982-05-01,Non-Fatal,1.0
1048,1982-05-01,Non-Fatal,1.0
1049,1982-05-01,Non-Fatal,1.0
1050,1982-05-01,Non-Fatal,1.0
1051,1982-05-01,Non-Fatal,1.0
1052,1982-05-02,Non-Fatal,1.0
1053,1982-05-02,Fatal(1),1.0
1054,1982-05-02,Non-Fatal,1.0
1055,1982-05-02,Non-Fatal,1.0
1056,1982-05-02,Fatal(2),1.0
1057,1982-05-02,Fatal(1),1.0
1058,1982-05-02,Fatal(2),1.0
1059,1982-05-02,Non-Fatal,1.0
1060,1982-05-02,Non-Fatal,1.0
1061,1982-05-02,Non-Fatal,1.0
1062,1982-05-02,Non-Fatal,1.0
1063,1982-05-02,Non-Fatal,1.0
1064,1982-05-02,Non-Fatal,1.0
1065,1982-05-02,Non-Fatal,1.0
1066,1982-05-02,Non-Fatal,2.0
1067,1982-05-02,Non-Fatal,2.0
1068,1982-05-02,Non-Fatal,1.0
1069,1982-05-02,Fatal(1),1.0
1070,1982-05-02,Non-Fatal,1.0
1071,1982-05-02,Non-Fatal,1.0
1072,1982-05-03,Non-Fatal,1.0
1073,1982-05-03,Non-Fatal,1.0
1074,1982-05-03,Non-Fatal,1.0
1075,1982-05-03,Non-Fatal,1.0
1076,1982-05-03,Non-Fatal,1.0
1077,1982-05-04,Fatal(2),1.0
1078,1982-05-04,Incident,1.0
1079,1982-05-04,Non-Fatal,1.0
1080,1982-05-04,Non-Fatal,1.0
1081,1982-05-04,Non-Fatal,1.0
1082,1982-05-04,Non-Fatal,1.0
1083,1982-05-04,Non-Fatal,1.0
1084,1982-05-04,Non-Fatal,1.0
1085,1982-05-04,Non-Fatal,1.0
1086,1982-05-05,Fatal(1),1.0
1087,1982-05-05,Fatal(7),2.0
1088,1982-05-05,Non-Fatal,1.0
1089,1982-05-05,Fatal(1),1.0
1090,1982-05-05,Non-Fatal,1.0
1091,1982-05-05,Non-Fatal,1.0
1092,1982-05-06,Non-Fatal,1.0
1093,1982-05-06,Fatal(4),2.0
1094,1982-05-06,Non-Fatal,1.0
1095,1982-05-06,Non-Fatal,1.0
1096,1982-05-06,Non-Fatal,1.0
1097,1982-05-06,Non-Fatal,2.0
1098,1982-05-06,Non-Fatal,1.0
1099,1982-05-06,Non-Fatal,2.0
1100,1982-05-07,Fatal(2),1.0
1101,1982-05-07,Non-Fatal,1.0
1102,1982-05-07,Non-Fatal,1.0
1103,1982-05-07,Non-Fatal,1.0
1104,1982-05-07,Non-Fatal,1.0
1105,1982-05-07,Non-Fatal,1.0
1106,1982-05-07,Non-Fatal,1.0
1107,1982-05-07,Non-Fatal,1.0
1108,1982-05-07,Non-Fatal,1.0
1109,1982-05-07,Non-Fatal,1.0
1110,1982-05-07,Non-Fatal,1.0
1111,1982-05-08,Fatal(4),1.0
1112,1982-05-08,Non-Fatal,0.0
1113,1982-05-08,Fatal(3),2.0
1114,1982-05-08,Fatal(1),1.0
1115,1982-05-08,Fatal(1),1.0
1116,1982-05-08,Non-Fatal,1.0
1117,1982-05-08,Fatal(1),1.0
1118,1982-05-08,Non-Fatal,1.0
1119,1982-05-08,Fatal(1),0.0
1120,1982-05-08,Non-Fatal,1.0
1121,1982-05-08,Non-Fatal,4.0
1122,1982-05-08,Non-Fatal,1.0
1123,1982-05-08,Non-Fatal,1.0
1124,1982-05-08,Non-Fatal,1.0
1125,1982-05-08,Non-Fatal,1.0
1126,1982-05-08,Non-Fatal,1.0
1127,1982-05-08,Non-Fatal,1.0
1128,1982-05-08,Non-Fatal,1.0
1129,1982-05-09,Fatal(2),1.0
1130,1982-05-09,Fatal(3),1.0
1131,1982-05-09,Fatal(2),1.0
1132,1982-05-09,Fatal(2),1.0
1133,1982-05-09,Non-Fatal,1.0
1134,1982-05-09,Non-Fatal,1.0
1135,1982-05-09,Non-Fatal,1.0
1136,1982-05-09,Non-Fatal,1.0
1137,1982-05-09,Non-Fatal,1.0
1138,1982-05-09,Non-Fatal,1.0
1139,1982-05-09,Non-Fatal,1.0
1140,1982-05-09,Non-Fatal,1.0
1141,1982-05-09,Fatal(1),1.0
1142,1982-05-09,Non-Fatal,1.0
1143,1982-05-09,Non-Fatal,1.0
1144,1982-05-09,Non-Fatal,1.0
1145,1982-05-09,Non-Fatal,1.0
1146,1982-05-10,Fatal(2),1.0
1147,1982-05-10,Fatal(1),1.0
1148,1982-05-10,Non-Fatal,0.0
1149,1982-05-10,Non-Fatal,1.0
1150,1982-05-10,Non-Fatal,1.0
1151,1982-05-10,Non-Fatal,1.0
1152,1982-05-10,Non-Fatal,1.0
1153,1982-05-10,Fatal(2),1.0
1154,1982-05-10,Non-Fatal,1.0
1155,1982-05-10,Non-Fatal,1.0
1156,1982-05-11,Non-Fatal,1.0
1157,1982-05-11,Fatal(3),1.0
1158,1982-05-11,Non-Fatal,1.0
1159,1982-05-11,Non-Fatal,1.0
1160,1982-05-12,Non-Fatal,1.0
1161,1982-05-12,Non-Fatal,1.0
1162,1982-05-12,Fatal(2),2.0
1163,1982-05-12,Fatal(4),1.0
1164,1982-05-12,Incident,2.0
1165,1982-05-12,Non-Fatal,1.0
1166,1982-05-12,Non-Fatal,1.0
1167,1982-05-12,Non-Fatal,1.0
1168,1982-05-12,Non-Fatal,1.0
1169,1982-05-12,Non-Fatal,1.0
1170,1982-05-12,Fatal(1),1.0
1171,1982-05-12,Non-Fatal,1.0
1172,1982-05-13,Incident,2.0
1173,1982-05-13,Non-Fatal,1.0
1174,1982-05-13,Non-Fatal,1.0
1175,1982-05-13,Non-Fatal,1.0
1176,1982-05-13,Non-Fatal,1.0
1177,1982-05-13,Non-Fatal,1.0
1178,1982-05-13,Non-Fatal,1.0
1179,1982-05-13,Non-Fatal,1.0
1180,1982-05-13,Non-Fatal,1.0
1181,1982-05-13,Non-Fatal,1.0
1182,1982-05-13,Non-Fatal,1.0
1183,1982-05-13,Non-Fatal,1.0
1184,1982-05-13,Non-Fatal,1.0
1185,1982-05-14,Fatal(3),1.0
1186,1982-05-14,Non-Fatal,1.0
1187,1982-05-14,Non-Fatal,1.0
1188,1982-05-14,Non-Fatal,1.0
1189,1982-05-14,Non-Fatal,1.0
1190,1982-05-14,Non-Fatal,1.0
1191,1982-05-14,Non-Fatal,1.0
1192,1982-05-14,Non-Fatal,2.0
1193,1982-05-14,Non-Fatal,1.0
1194,1982-05-14,Non-Fatal,1.0
1195,1982-05-14,Non-Fatal,1.0
1196,1982-05-15,Non-Fatal,1.0
1197,1982-05-15,Non-Fatal,2.0
1198,1982-05-15,Non-Fatal,1.0
1199,1982-05-15,Fatal(4),2.0
1200,1982-05-15,Non-Fatal,1.0
1201,1982-05-15,Non-Fatal,1.0
1202,1982-05-15,Non-Fatal,2.0
1203,1982-05-15,Non-Fatal,1.0
1204,1982-05-15,Non-Fatal,1.0
1205,1982-05-15,Non-Fatal,1.0
1206,1982-05-15,Non-Fatal,1.0
1207,1982-05-15,Non-Fatal,1.0
1208,1982-05-15,Non-Fatal,1.0
1209,1982-05-15,Non-Fatal,1.0
1210,1982-05-15,Non-Fatal,1.0
1211,1982-05-15,Non-Fatal,1.0
1212,1982-05-15,Non-Fatal,1.0
1213,1982-05-16,Non-Fatal,1.0
1214,1982-05-16,Non-Fatal,1.0
1215,1982-05-16,Non-Fatal,1.0
1216,1982-05-16,Non-Fatal,2.0
1217,1982-05-16,Non-Fatal,1.0
1218,1982-05-16,Non-Fatal,0.0
1219,1982-05-16,Non-Fatal,1.0
1220,1982-05-16,Fatal(1),1.0
1221,1982-05-16,Non-Fatal,1.0
1222,1982-05-16,Non-Fatal,1.0
1223,1982-05-16,Non-Fatal,1.0
1224,1982-05-16,Non-Fatal,1.0
1225,1982-05-16,Non-Fatal,1.0
1226,1982-05-16,Non-Fatal,1.0
1227,1982-05-16,Non-Fatal,1.0
1228,1982-05-16,Non-Fatal,1.0
1229,1982-05-16,Non-Fatal,1.0
1230,1982-05-16,Non-Fatal,1.0
1231,1982-05-16,Non-Fatal,1.0
1232,1982-05-16,Non-Fatal,1.0
1233,1982-05-16,Non-Fatal,1.0
1234,1982-05-16,Non-Fatal,1.0
1235,1982-05-16,Non-Fatal,1.0
1236,1982-05-16,Non-Fatal,1.0
1237,1982-05-16,Non-Fatal,1.0
1238,1982-05-17,Fatal(4),1.0
1239,1982-05-17,Non-Fatal,1.0
1240,1982-05-17,Non-Fatal,1.0
1241,1982-05-17,Non-Fatal,1.0
1242,1982-05-17,Non-Fatal,1.0
1243,1982-05-17,Non-Fatal,1.0
1244,1982-05-17,Non-Fatal,1.0
1245,1982-05-17,Non-Fatal,2.0
1246,1982-05-17,Non-Fatal,2.0
1247,1982-05-17,Non-Fatal,1.0
1248,1982-05-18,Fatal(1),2.0
1249,1982-05-18,Non-Fatal,1.0
1250,1982-05-18,Incident,2.0
1251,1982-05-18,Non-Fatal,1.0
1252,1982-05-18,Non-Fatal,1.0
1253,1982-05-18,Non-Fatal,1.0
1254,1982-05-18,Non-Fatal,1.0
1255,1982-05-18,Non-Fatal,1.0
1256,1982-05-18,Non-Fatal,1.0
1257,1982-05-18,Non-Fatal,1.0
1258,1982-05-19,Fatal(1),1.0
1259,1982-05-19,Non-Fatal,1.0
1260,1982-05-19,Non-Fatal,1.0
1261,1982-05-19,Non-Fatal,1.0
1262,1982-05-19,Non-Fatal,1.0
1263,1982-05-19,Non-Fatal,1.0
1264,1982-05-19,Non-Fatal,1.0
1265,1982-05-19,Non-Fatal,1.0
1266,1982-05-19,Non-Fatal,1.0
1267,1982-05-19,Non-Fatal,1.0
1268,1982-05-20,Fatal(2),1.0
1269,1982-05-20,Fatal(2),1.0
1270,1982-05-20,Non-Fatal,1.0
1271,1982-05-20,Non-Fatal,1.0
1272,1982-05-20,Non-Fatal,1.0
1273,1982-05-20,Non-Fatal,1.0
1274,1982-05-20,Non-Fatal,1.0
1275,1982-05-20,Non-Fatal,1.0
1276,1982-05-20,Non-Fatal,1.0
1277,1982-05-20,Non-Fatal,0.0
1278,1982-05-20,Non-Fatal,0.0
1279,1982-05-20,Non-Fatal,1.0
1280,1982-05-20,Non-Fatal,1.0
1281,1982-05-21,Fatal(2),1.0
1282,1982-05-21,Fatal(1),2.0
1283,1982-05-21,Incident,2.0
1284,1982-05-21,Non-Fatal,1.0
1285,1982-05-21,Non-Fatal,2.0
1286,1982-05-21,Non-Fatal,1.0
1287,1982-05-21,Non-Fatal,1.0
1288,1982-05-21,Non-Fatal,1.0
1289,1982-05-21,Non-Fatal,1.0
1290,1982-05-21,Non-Fatal,1.0
1291,1982-05-22,Fatal(2),1.0
1292,1982-05-22,Fatal(1),0.0
1293,1982-05-22,Non-Fatal,1.0
1294,1982-05-22,Fatal(3),1.0
1295,1982-05-22,Non-Fatal,2.0
1296,1982-05-22,Non-Fatal,1.0
1297,1982-05-22,Non-Fatal,1.0
1298,1982-05-22,Non-Fatal,1.0
1299,1982-05-22,Non-Fatal,1.0
1300,1982-05-22,Non-Fatal,1.0
1301,1982-05-22,Non-Fatal,1.0
1302,1982-05-22,Non-Fatal,1.0
1303,1982-05-22,Non-Fatal,1.0
1304,1982-05-22,Non-Fatal,1.0
1305,1982-05-23,Non-Fatal,2.0
1306,1982-05-23,Incident,2.0
1307,1982-05-23,Fatal(4),1.0
1308,1982-05-23,Non-Fatal,1.0
1309,1982-05-23,Non-Fatal,1.0
1310,1982-05-23,Non-Fatal,1.0
1311,1982-05-23,Non-Fatal,1.0
1312,1982-05-23,Non-Fatal,1.0
1313,1982-05-23,Non-Fatal,1.0
1314,1982-05-23,Non-Fatal,1.0
1315,1982-05-23,Fatal(1),1.0
1316,1982-05-24,Non-Fatal,1.0
1317,1982-05-24,Non-Fatal,1.0
1318,1982-05-24,Non-Fatal,1.0
1319,1982-05-24,Fatal(1),1.0
1320,1982-05-24,Fatal(1),1.0
1321,1982-05-24,Non-Fatal,1.0
1322,1982-05-24,Non-Fatal,1.0
1323,1982-05-24,Non-Fatal,1.0
1324,1982-05-25,Non-Fatal,1.0
1325,1982-05-25,Non-Fatal,1.0
1326,1982-05-25,Non-Fatal,1.0
1327,1982-05-25,Non-Fatal,1.0
1328,1982-05-25,Non-Fatal,2.0
1329,1982-05-25,Non-Fatal,1.0
1330,1982-05-25,Non-Fatal,1.0
1331,1982-05-25,Non-Fatal,2.0
1332,1982-05-25,Non-Fatal,1.0
1333,1982-05-25,Non-Fatal,2.0
1334,1982-05-26,Non-Fatal,1.0
1335,1982-05-26,Non-Fatal,1.0
